"song","artist","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","popularity"
"Middle","DJ Snake","EDM",0.583,0.695,0.818181818181818,0.911066666666667,1,0.0423,0.0141,0,0.0527,0.224,0.104879,1,0.75
"You Don’t Know Me (ft. RAYE)","Jax Jones","EDM",0.877,0.65,1,0.898833333333333,0,0.148,0.162,0,0.314,0.672,0.123987,1,0.43
"Obsessed","Dynoro","EDM",0.582,0.826,1,0.92335,0,0.0612,0.0614,2.7e-06,0.108,0.201,0.117948,1,0.68
"Body Talk (Mammoth) - US Version","Dimitri Vegas, Moguai & Like Mike","EDM",0.549,0.92,0.636363636363636,0.921316666666667,1,0.301,0.00196,6.58e-05,0.487,0.621,0.127981,1,0.45
"Tales Of Tomorrow","Dimitri Vegas & Like Mike","EDM",0.507,0.894,0.636363636363636,0.92095,0,0.0901,0.0281,0,0.0897,0.181,0.128114,1,0
"All Aboard - Dimitri Vegas & Like Mike Edit","Bassjackers","EDM",0.645,0.946,0.545454545454545,0.920566666666667,0,0.104,0.00141,0.254,0.313,0.32,0.130074,1,0
"Breathe","CamelPhat","EDM",0.595,0.877,0.818181818181818,0.876433333333333,0,0.0442,0.00646,0.0879,0.398,0.081,0.125015,1,0.67
"Break Through The Silence - Radio Edit","Martin Garrix","EDM",0.573,0.95,0.818181818181818,0.913883333333333,1,0.0666,0.00289,0.00119,0.299,0.153,0.128013,1,0
"White Lies","M-22","EDM",0.427,0.916,0.363636363636364,0.938066666666667,0,0.116,0.000156,5.37e-06,0.154,0.688,0.123539,1,0.57
"Adieu","Tchami","EDM",0.718,0.747,1,0.9178,0,0.0409,0.0464,0.641,0.0772,0.325,0.125982,1,0.61
"Lick It","Valentino Khan","EDM",0.798,0.837,0.363636363636364,0.957816666666667,1,0.0582,0.00737,0.121,0.0942,0.662,0.124994,1,0.59
"A Different Way (with Lauv)","DJ Snake","EDM",0.784,0.757,0.727272727272727,0.9348,1,0.0384,0.495,1.18e-06,0.142,0.587,0.104996,1,0.66
"Fuck It All Up (feat. JVZEL)","DOLF","EDM",0.548,0.811,1,0.933583333333333,1,0.0475,0.00173,3.56e-05,0.323,0.401,0.15508,1,0.46
"Wakanda (Radio Edit)","Dimitri Vegas & Like Mike","EDM",0.581,0.97,0.454545454545455,0.965383333333333,0,0.0757,0.000333,0.674,0.512,0.231,0.130015,1,0.19
"Where'd U Go","ILLENIUM","EDM",0.464,0.637,0.181818181818182,0.927166666666667,1,0.0694,0.0302,3.37e-05,0.0876,0.281,0.1861,1,0.58
"Better When You're Gone","David Guetta","EDM",0.647,0.795,0.0909090909090909,0.940866666666667,0,0.0372,0.0635,0,0.188,0.409,0.127992,1,0.73
"No Place","RÜFÜS DU SOL","EDM",0.612,0.876,0.363636363636364,0.895883333333333,0,0.0315,0.0167,0.175,0.189,0.187,0.120022,1,0.61
"Hey Brother","Avicii","EDM",0.545,0.78,0.636363636363636,0.918883333333333,0,0.0436,0.0309,4.64e-05,0.0828,0.458,0.125014,1,0.76
"Deep Down Low","Valentino Khan","EDM",0.794,0.896,0.454545454545455,0.974766666666667,0,0.0677,0.00371,0.615,0.0876,0.5,0.125999,1,0.63
"You Know You Like It","DJ Snake","EDM",0.407,0.725,0.454545454545455,0.9109,0,0.188,0.0141,2.46e-06,0.306,0.247,0.196093,1,0.69
"Wild Wild Son","Armin van Buuren","EDM",0.446,0.573,0.272727272727273,0.915316666666667,1,0.0279,0.0416,0,0.108,0.167,0.13596,1,0.52
"Tomorrow (Give It To The Night/The Tomorrowland Anthem) - Vocal Club Mix","Dimitri Vegas & Like Mike","EDM",0.837,0.602,0.181818181818182,0.921316666666667,0,0.0863,0.00322,0.0409,0.0747,0.0389,0.126993,1,0.42
"Chameleon","PNAU","EDM",0.718,0.933,0.363636363636364,0.946483333333333,1,0.0419,0.00181,0.00013,0.3,0.197,0.119999,1,0.5
"Hear Me Now","Alok","EDM",0.778,0.463,1,0.873283333333333,1,0.0389,0.546,0.00289,0.0731,0.496,0.121999,1,0.73
"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix","EDM",0.526,0.52,0.545454545454545,0.866916666666667,0,0.0569,0.435,0,0.197,0.13,0.149119,1,0.7
"Cry (Just a Little)","Bingo Players","EDM",0.744,0.483,0.363636363636364,0.871466666666667,0,0.0408,0.0957,0.0322,0.408,0.298,0.125953,1,0.47
"I Still Can't Stop","Flux Pavilion","EDM",0.661,0.855,0,0.895616666666667,0,0.0419,0.000847,0.0186,0.206,0.124,0.14002,1,0.51
"Missing (feat. Mingue)","EDX","EDM",0.733,0.808,0.818181818181818,0.917933333333333,0,0.0414,0.183,0.00383,0.109,0.421,0.123957,1,0.5
"Gold Dust","Galantis","EDM",0.242,0.746,0.181818181818182,0.925066666666667,1,0.0361,0.00635,0.00397,0.107,0.128,0.127997,1,0.52
"Born To Be Yours","Kygo","EDM",0.688,0.688,0.272727272727273,0.902666666666667,1,0.0357,0.3,0,0.0982,0.451,0.114011,1,0.63
"This Is What It Feels Like","Armin van Buuren","EDM",0.552,0.831,0.727272727272727,0.91305,1,0.0298,0.0391,2.93e-06,0.0632,0.144,0.129889,2,0.65
"Never Let Me Go","Alok","EDM",0.668,0.774,0,0.910383333333333,1,0.038,0.383,5.82e-06,0.0863,0.493,0.123992,1,0.5
"Like I Do","David Guetta","EDM",0.667,0.871,0,0.91825,0,0.0343,0.00569,0.00655,0.165,0.187,0.128042,1,0.53
"Rattle","Bingo Players","EDM",0.744,0.957,0.636363636363636,0.92,1,0.0519,0.00152,0.884,0.352,0.529,0.127991,1,0.6
"Jah No Partial","Major Lazer","EDM",0.584,0.938,0.545454545454545,0.917833333333333,0,0.0487,0.000501,0.369,0.24,0.399,0.139993,1,0.39
"Make Me Feel Good - Radio Edit","EDX","EDM",0.796,0.869,0,0.9388,1,0.0613,0.0102,0.0871,0.27,0.671,0.121994,1,0.43
"Love on Me","Galantis","EDM",0.485,0.91,0.818181818181818,0.965066666666667,1,0.0977,0.113,0,0.138,0.649,0.12418,1,0.61
"Take Me - Radio Edit","Tiësto","EDM",0.58,0.781,0,0.9193,1,0.03,0.00859,5.13e-06,0.15,0.604,0.127991,1,0.46
"Don't Let Me Down (feat. Daya)","The Chainsmokers","EDM",0.532,0.869,1,0.9151,1,0.172,0.157,0.00508,0.136,0.422,0.159803,1,0.79
"Leave The World Behind (feat. Deborah Cox) - Radio Edit","Axwell","EDM",0.531,0.823,0.909090909090909,0.870716666666667,0,0.0487,0.00202,0.001,0.353,0.345,0.128058,1,0
"Desire - Gryffin Remix","Years & Years","EDM",0.55,0.854,0.909090909090909,0.909083333333333,0,0.0488,0.0623,1.49e-06,0.152,0.38,0.122038,1,0.53
"Animals","Martin Garrix","EDM",0.675,0.868,0.0909090909090909,0.894,1,0.0392,0.00107,0.715,0.374,0.0376,0.128007,1,0.66
"Indian Summer","Jai Wolf","EDM",0.507,0.824,0.545454545454545,0.958316666666667,1,0.0526,0.0246,0.0451,0.0848,0.0394,0.084992,1,0.61
"How We Do - Original Mix","Hardwell","EDM",0.668,0.889,0.0909090909090909,0.922316666666667,1,0.116,0.000456,0.863,0.0623,0.0619,0.129994,1,0.47
"First Time","M-22","EDM",0.705,0.838,0.727272727272727,0.9385,1,0.0389,0.00449,0.00037,0.0926,0.219,0.12403,1,0.61
"No Money","Galantis","EDM",0.674,0.915,0.545454545454545,0.93335,0,0.0411,0.0282,0.00337,0.273,0.78,0.126038,1,0.69
"Feel Good (feat. Daya)","Gryffin","EDM",0.625,0.707,0.181818181818182,0.92065,1,0.0337,0.22,0,0.213,0.479,0.138064,1,0.72
"Don't Let Me Down (feat. Daya) - Illenium Remix","The Chainsmokers","EDM",0.428,0.656,1,0.938133333333333,1,0.075,0.0751,0.181,0.15,0.355,0.079648,1,0.65
"Giants - Dankann Remix","Lotus x Montis","EDM",0.441,0.976,0.363636363636364,0.969866666666667,0,0.0782,0.0315,3.33e-05,0.252,0.167,0.127941,1,0.22
"Ching Ching","Wolfgang Gartner","EDM",0.727,0.75,0.0909090909090909,0.896316666666667,1,0.0392,0.00255,1.23e-06,0.116,0.354,0.12498,1,0.47
"Ocean (feat. Khalid) - David Guetta Remix","Martin Garrix","EDM",0.609,0.824,0,0.862483333333333,0,0.0795,0.0913,2.88e-05,0.134,0.36,0.127072,1,0.6
"In My Head (ft. RKCB)","Steve James","EDM",0.459,0.788,0.818181818181818,0.92155,0,0.157,0.297,0,0.194,0.349,0.094326,1,0.41
"I Remember - Strobelite Mix","deadmau5","EDM",0.672,0.57,1,0.868616666666667,0,0.0306,0.0561,0.00153,0.118,0.515,0.12797,1,0
"Missing You","Boston Bun","EDM",0.675,0.811,0,0.8839,0,0.0629,0.00301,0.0413,0.126,0.271,0.126023,1,0.58
"I Wanna Know","Alesso","EDM",0.655,0.818,0.181818181818182,0.939566666666667,1,0.033,0.0842,0,0.106,0.474,0.115971,1,0.63
"You & Me (feat. W. Darling)","Bassnectar","EDM",0.495,0.743,0.636363636363636,0.932983333333333,1,0.0341,0.000748,0.393,0.322,0.151,0.140047,1,0
"Ocean Drive","Duke Dumont","EDM",0.686,0.718,0.727272727272727,0.915766666666667,0,0.0431,0.00637,0.000703,0.119,0.557,0.115026,1,0.73
"One Kiss (with Dua Lipa)","Calvin Harris","EDM",0.791,0.862,0.818181818181818,0.946,0,0.11,0.037,2.19e-05,0.0814,0.592,0.123994,1,0.83
"Alive","Krewella","EDM",0.663,0.822,0.818181818181818,0.951516666666667,1,0.0557,0.00413,0.00318,0.234,0.567,0.128002,1,0.55
"Promises (Myon & Shane 54 Summer Of Love Radio Edit)","Andain","EDM",0.617,0.806,0.727272727272727,0.875566666666667,1,0.0266,0.00802,0.141,0.223,0.44,0.132004,1,0
"Rhythm Is A Dancer","Breathe Carolina","EDM",0.618,0.885,1,0.967616666666667,1,0.0551,0.0531,0.000417,0.191,0.554,0.125984,1,0
"Right Here, Right Now - CamelPhat Radio Edit","Fatboy Slim","EDM",0.609,0.946,0.636363636363636,0.914983333333333,1,0.069,0.0192,0.604,0.561,0.0872,0.123002,1,0.59
"Secrets - Radio Edit","Tiësto","EDM",0.662,0.81,1,0.925966666666667,0,0.0441,0.00127,0.00653,0.0886,0.224,0.128007,1,0
"Milky Way","Madison Mars","EDM",0.623,0.975,0.272727272727273,0.956133333333333,0,0.109,0.00732,0.16,0.0614,0.225,0.12594,1,0.52
"Happier","Marshmello","EDM",0.687,0.792,0.454545454545455,0.954183333333333,1,0.0452,0.191,0,0.167,0.671,0.100015,1,0.86
"Nobody Compares To You (feat. Katie Pearlman)","Gryffin","EDM",0.585,0.744,0.181818181818182,0.920816666666667,1,0.0419,0.228,0,0.195,0.349,0.104919,1,0.6
"Ghosts 'n' Stuff - Radio Edit","deadmau5","EDM",0.536,0.821,0.727272727272727,0.910783333333333,1,0.0897,7.61e-05,0.00443,0.619,0.36,0.127991,1,0.4
"Hello (feat. Dragonette)","Martin Solveig","EDM",0.666,0.975,0.272727272727273,0.942166666666667,1,0.0345,0.0135,0.000925,0.105,0.452,0.128005,1,0.58
"Fun","Kaskade","EDM",0.839,0.922,0,0.947233333333333,1,0.0568,0.0215,0.00936,0.0548,0.328,0.122986,1,0.56
"Concrete Angel (Radio Edit) (feat. Christina Novelli)","Gareth Emery","EDM",0.631,0.893,0.636363636363636,0.914616666666667,1,0.0411,0.0107,0.00632,0.147,0.548,0.130015,1,0.43
"King - ARTY Remix","Years & Years","EDM",0.55,0.868,0.181818181818182,0.935416666666667,1,0.0814,0.00703,1.3e-06,0.69,0.451,0.126032,1,0.4
"Northern Soul","Above & Beyond","EDM",0.569,0.543,0.454545454545455,0.814366666666667,0,0.0631,0.0298,0.000187,0.183,0.121,0.127983,1,0.52
"Cannonball (Earthquake)","Showtek","EDM",0.659,0.885,0.454545454545455,0.9069,0,0.0502,0.00989,0.137,0.506,0.744,0.127963,1,0.4
"Firestone (feat. Conrad Sewell)","Kygo","EDM",0.486,0.652,1,0.879566666666667,0,0.052,0.408,6.63e-05,0.077,0.391,0.113055,1,0.77
"Bong","Deniz Koyu","EDM",0.464,0.995,0.545454545454545,0.93825,1,0.163,0.0126,0.777,0.241,0.351,0.127994,1,0.47
"Show Me Love - EDX Remix / Radio Edit","Sam Feldt","EDM",0.836,0.665,0,0.903683333333333,1,0.0745,0.308,0.000925,0.0714,0.677,0.120997,1,0.62
"Push - The Chainsmokers Radio Mix","A-Trak","EDM",0.516,0.785,0.454545454545455,0.9193,1,0.0553,0.0661,0,0.253,0.332,0.12805,1,0.3
"Bambini","Mike Williams","EDM",0.477,0.916,0.0909090909090909,0.917666666666667,1,0.037,0.000763,0.684,0.124,0.112,0.127988,1,0
"Sound of Walking Away","ILLENIUM","EDM",0.345,0.79,0.181818181818182,0.953983333333333,1,0.065,0.075,0.000165,0.101,0.208,0.179849,1,0.58
"Love and Run (feat. Teddy Geiger)","Tiësto","EDM",0.509,0.914,0.727272727272727,0.915916666666667,1,0.0428,0.00936,0.154,0.404,0.189,0.128164,1,0.41
"My Own Hymn","Above & Beyond","EDM",0.63,0.542,0.818181818181818,0.816983333333333,0,0.0335,0.104,0.03,0.126,0.142,0.127952,1,0.49
"Under Control (feat. Hurts)","Calvin Harris","EDM",0.544,0.915,0.727272727272727,0.94325,1,0.0841,0.129,0.000914,0.115,0.51,0.126094,1,0.72
"Spectrum (Say My Name) - Calvin Harris Remix","Florence + The Machine","EDM",0.583,0.942,1,0.936216666666667,0,0.0473,0.0022,0.00325,0.0912,0.607,0.126136,1,0
"Together We Are (feat. Chris James)","ARTY","EDM",0.551,0.862,0.909090909090909,0.948683333333333,1,0.0456,0.0103,0.502,0.101,0.185,0.12795,1,0.41
"Wherever I Go","Michael Brun","EDM",0.723,0.61,0.272727272727273,0.844683333333333,0,0.135,0.495,4.13e-06,0.0929,0.415,0.127901,1,0.44
"Crash 2.0","Adventure Club","EDM",0.66,0.652,0.727272727272727,0.920883333333333,1,0.0582,0.00259,0,0.0673,0.167,0.127977,1,0.55
"City Of Lights - Official Radio Edit","Lush & Simon","EDM",0.428,0.922,0.181818181818182,0.969766666666667,1,0.0936,0.0766,0,0.0668,0.21,0.12817,1,0.4
"Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Radio Edit","Fatboy Slim","EDM",0.697,0.947,0,0.930733333333333,1,0.106,0.424,0.0527,0.128,0.626,0.128004,1,0.4
"No Beef","Afrojack","EDM",0.74,0.828,0.363636363636364,0.913833333333333,0,0.0405,0.0194,0.316,0.0585,0.259,0.127969,1,0
"Sun & Moon (feat. Richard Bedford) - Radio Edit","Above & Beyond","EDM",0.586,0.751,0.545454545454545,0.9171,0,0.124,0.0455,6.04e-06,0.453,0.332,0.133792,1,0
"Giant (with Rag'n'Bone Man)","Calvin Harris","EDM",0.807,0.887,0.0909090909090909,0.92815,0,0.0361,0.016,0.000503,0.0811,0.606,0.122015,1,0.79
"Sexy Bitch (feat. Akon)","David Guetta","EDM",0.813,0.627,1,0.916366666666667,0,0.0486,0.076,0.000616,0.131,0.801,0.130011,1,0.61
"Redline - Radio Edit","Wolfgang Gartner","EDM",0.586,0.853,0.0909090909090909,0.953366666666667,1,0.0498,0.00708,0.00311,0.401,0.467,0.128054,0,0
"Good Enough (Michael Brun x The Ready Set)","The Ready Set","EDM",0.683,0.61,0.454545454545455,0.913283333333333,0,0.0344,0.00937,0.00254,0.327,0.428,0.125984,1,0.26
"Bonfire","Knife Party","EDM",0.536,0.944,0.0909090909090909,0.949516666666667,1,0.0867,0.000117,0.00345,0.353,0.589,0.174031,1,0.63
"Long Time (feat. Andreas Moe) [Original Mix]","John De Sohn","EDM",0.6,0.888,0.0909090909090909,0.895316666666667,0,0.048,0.000696,0.393,0.231,0.279,0.128009,1,0.33
"Another Time - Album Edit","Kyau & Albert","EDM",0.57,0.787,0.818181818181818,0.934883333333333,1,0.0438,0.00293,6.01e-05,0.341,0.241,0.131997,1,0.48
"BOOM","Tiësto","EDM",0.563,0.888,0.181818181818182,0.944133333333333,1,0.0579,0.000649,0.702,0.272,0.131,0.122977,1,0.63
"Thing Called Love - Extended Radio Mix","Above & Beyond","EDM",0.479,0.62,0.272727272727273,0.902216666666667,0,0.0384,0.00127,0,0.377,0.315,0.134089,1,0.35
"My Way","Calvin Harris","EDM",0.819,0.913,0.363636363636364,0.949016666666667,0,0.0427,0.0935,3.72e-05,0.161,0.536,0.119989,1,0.75
"Who We Are?","GATTÜSO","EDM",0.479,0.919,0,0.942616666666667,1,0.153,0.116,0.000139,0.152,0.388,0.127001,1,0.54
"In My Mind","Dynoro","EDM",0.694,0.77,0.545454545454545,0.911083333333333,1,0.149,0.176,1.1e-05,0.118,0.163,0.125905,1,0.82
"Be Right There","Diplo","EDM",0.695,0.797,0.636363636363636,0.91335,1,0.0548,0.00259,0.112,0.664,0.297,0.124972,1,0
"Internet Friends","Knife Party","EDM",0.64,0.903,0.454545454545455,0.9493,0,0.185,0.00105,0.0503,0.171,0.152,0.128079,1,0.58
"Would You Ever","Skrillex","EDM",0.653,0.91,0.909090909090909,0.944,1,0.0566,0.0079,0,0.318,0.0921,0.126047,1,0.66
"Brave","Don Diablo","EDM",0.654,0.874,0.545454545454545,0.93525,1,0.0543,0.169,1.77e-06,0.134,0.542,0.11985,1,0.66
"Miami 2 Ibiza - Extended Vocal Mix","Swedish House Mafia","EDM",0.727,0.842,0.636363636363636,0.888483333333333,0,0.0572,0.000368,0.0149,0.088,0.58,0.125003,1,0.47
"No Words (feat. Belle Humble)","Sander van Doorn","EDM",0.46,0.728,0.454545454545455,0.930633333333333,1,0.0376,0.169,0.000199,0.66,0.142,0.127991,1,0.49
"Summer","Calvin Harris","EDM",0.596,0.856,0.363636363636364,0.940733333333333,0,0.0346,0.0211,0.0178,0.141,0.743,0.127949,1,0.81
"Innerbloom (Radio Edit)","RÜFÜS DU SOL","EDM",0.572,0.698,0.272727272727273,0.896783333333333,1,0.0328,0.211,0.152,0.106,0.0382,0.122012,1,0.43
"Body Dancing","Qulinez","EDM",0.571,0.876,0.0909090909090909,0.876616666666667,1,0.0462,0.00321,7.1e-06,0.104,0.319,0.128005,1,0.41
"Nothing Scares Me Anymore","Steve Angello","EDM",0.415,0.572,0.636363636363636,0.870116666666667,0,0.036,0.0402,2.36e-06,0.0733,0.102,0.125915,1,0.47
"Begin Again","Knife Party","EDM",0.636,0.968,0.727272727272727,0.9432,1,0.0596,0.000219,0.586,0.0853,0.553,0.127986,1,0.4
"Reckless","Gareth Emery","EDM",0.619,0.805,0.454545454545455,0.920683333333333,1,0.0452,0.29,0,0.236,0.354,0.128039,1,0.49
"California - Chris Lake & Matroda Remix","SNBRN","EDM",0.783,0.81,0.909090909090909,0.93265,0,0.0794,0.0226,0.257,0.119,0.38,0.124028,1,0.44
"Think About You","Kygo","EDM",0.673,0.596,0.909090909090909,0.868483333333333,1,0.0354,0.166,0,0.11,0.19,0.123969,1,0.67
"Here With Me","Marshmello","Pop",0.791,0.565,0.454545454545455,0.93445,0,0.0439,0.0623,0,0.156,0.181,0.099961,1,0.8
"Here With Me","Marshmello","EDM",0.791,0.565,0.454545454545455,0.93445,0,0.0439,0.0623,0,0.156,0.181,0.099961,1,0.8
"Promises (with Sam Smith)","Calvin Harris","EDM",0.781,0.768,1,0.90015,1,0.0394,0.0119,4.91e-06,0.325,0.486,0.12307,1,0.81
"One - Radio Edit","Swedish House Mafia","EDM",0.802,0.781,0,0.8906,1,0.0368,0.0075,0.825,0.147,0.622,0.125026,1,0.61
"Underwater","RÜFÜS DU SOL","EDM",0.611,0.809,0.545454545454545,0.8895,0,0.0342,0.019,0.0185,0.114,0.428,0.118003,1,0.65
"Piece Of Your Heart","MEDUZA","EDM",0.677,0.744,0.909090909090909,0.886566666666667,0,0.0295,0.0404,0.00016,0.074,0.631,0.12408,1,0.05
"Don't Stop","DJ D-Sol","EDM",0.628,0.908,0.363636363636364,0.939633333333333,1,0.045,0.00197,0.19,0.235,0.882,0.122024,1,0.47
"Grapevine","Tiësto","EDM",0.714,0.828,0.272727272727273,0.922283333333333,1,0.0598,0.00514,0.154,0.32,0.208,0.124034,1,0
"Hearts Ain't Gonna Lie - Eden Prince Remix","Arlissa","EDM",0.609,0.83,0.545454545454545,0.93735,0,0.0793,0.201,6.18e-05,0.0321,0.604,0.117833,1,0.62
"Electricity (with Dua Lipa)","Silk City","EDM",0.588,0.67,0,0.892683333333333,1,0.0473,0.0104,3.33e-06,0.338,0.505,0.118159,1,0.77
"So Close","NOTD","EDM",0.7,0.872,0.909090909090909,0.901733333333333,1,0.0666,0.121,7.08e-06,0.103,0.761,0.12503,1,0.77
"Let's Go (feat. Ne-Yo)","Calvin Harris","EDM",0.71,0.882,0.363636363636364,0.951133333333333,0,0.0595,0.00777,0.00771,0.294,0.875,0.128016,1,0.66
"Antidote - Radio Edit","Swedish House Mafia","EDM",0.648,0.859,0.636363636363636,0.9171,1,0.111,0.00645,0.0282,0.135,0.633,0.12803,1,0.45
"Treat You Better - Single Edit","RÜFÜS DU SOL","EDM",0.625,0.576,0.727272727272727,0.903133333333333,1,0.036,0.217,2.85e-06,0.0897,0.297,0.121915,1,0.56
"Fire In My Soul","Oliver Heldens","EDM",0.592,0.977,0.545454545454545,0.943516666666667,1,0.312,0.206,0.000103,0.0703,0.496,0.126178,1,0.68
"Bones (feat. OneRepublic)","Galantis","EDM",0.658,0.804,0,0.904416666666667,1,0.0377,0.00463,0,0.178,0.508,0.120047,1,0.73
"Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)","Kid Cudi","EDM",0.722,0.687,0,0.913516666666667,1,0.0556,0.00949,0.00413,0.0462,0.619,0.128013,1,0.75
"More Than You Know","Axwell /\ Ingrosso","EDM",0.646,0.741,0.454545454545455,0.917116666666667,0,0.034,0.0275,0,0.312,0.571,0.123077,1,0.8
"Body","Loud Luxury","EDM",0.752,0.764,0.0909090909090909,0.926683333333333,1,0.038,0.0476,9.44e-05,0.0543,0.582,0.121958,1,0
"Thinking About You (feat. Ayah Marar)","Calvin Harris","EDM",0.725,0.874,0,0.938083333333333,0,0.0396,0.00262,0.000412,0.0958,0.748,0.127985,1,0.66
"Losing It","FISHER","EDM",0.76,0.964,0.181818181818182,0.9026,1,0.0576,0.00182,0.7,0.0974,0.641,0.125,1,0.01
"Lean On","Major Lazer","EDM",0.723,0.809,0.636363636363636,0.94865,0,0.0625,0.00346,0.00123,0.565,0.274,0.098007,1,0.06
"17","MK","EDM",0.703,0.832,0,0.879966666666667,0,0.0689,0.00149,0.127,0.0696,0.667,0.122029,1,0.67
"Language","Porter Robinson","EDM",0.737,0.614,0.545454545454545,0.899983333333333,0,0.4,0.0168,0.0534,0.0682,0.406,0.127987,1,0.53
"Runaway (U & I)","Galantis","EDM",0.506,0.805,0.0909090909090909,0.93135,1,0.0469,0.00711,0.00193,0.0856,0.383,0.126008,1,0.75
"Epic","Sandro Silva","EDM",0.79,0.945,0.363636363636364,0.96125,0,0.0754,0.2,0.862,0.0697,0.154,0.128035,1,0
"Clarity","Zedd","EDM",0.509,0.781,0.727272727272727,0.942,1,0.072,0.0398,0,0.0749,0.176,0.128,1,0.74
"Flashback","Calvin Harris","EDM",0.266,0.95,0.818181818181818,0.9059,0,0.05,0.00212,0.000991,0.0922,0.158,0.127986,1,0.58
"Don't You Worry Child - Radio Edit","Swedish House Mafia","EDM",0.612,0.84,1,0.947583333333333,0,0.0509,0.112,0,0.116,0.438,0.129042,1,0.77
"Give Me","Boye & Sigvardt","EDM",0.899,0.371,0.545454545454545,0.7891,1,0.0676,0.157,0.00193,0.108,0.604,0.124027,1,0.49
"Wake Me Up","Avicii","EDM",0.532,0.783,0.181818181818182,0.90505,1,0.0523,0.0038,0.0012,0.161,0.643,0.12408,1,0.84
"Sanctuary - Radio Edit","Gareth Emery","EDM",0.587,0.697,0.636363636363636,0.88795,0,0.0337,0.00341,0.191,0.272,0.309,0.133972,1,0.46
"Teenage Crime - Axwell & Henrik B Remode","Adrian Lux","EDM",0.575,0.913,0.636363636363636,0.89865,1,0.0402,0.00338,0.816,0.605,0.212,0.128014,1,0
"Drowning - Avicii Remix","Armin van Buuren","EDM",0.534,0.849,1,0.880866666666667,1,0.036,0.0365,0.00231,0.379,0.281,0.126941,1,0.56
"Waves - Robin Schulz Radio Edit","Mr. Probz","EDM",0.829,0.51,0.454545454545455,0.844433333333333,0,0.0369,0.00821,0.0014,0.0829,0.45,0.119993,1,0.77
"Outside (feat. Ellie Goulding)","Calvin Harris","EDM",0.646,0.823,0.181818181818182,0.931283333333333,0,0.0394,0.213,0,0.322,0.418,0.128035,1,0.74
"Late Night","ODESZA","EDM",0.612,0.628,0.181818181818182,0.887433333333333,1,0.0752,0.0358,0.00898,0.193,0.434,0.125043,1,0.61
"Alone","Alan Walker","EDM",0.671,0.924,0.909090909090909,0.946016666666667,1,0.0529,0.196,0.000214,0.12,0.17,0.097012,1,0
"Rapture - Avicii New Generation Radio Edit","Nadia Ali","EDM",0.558,0.934,0.909090909090909,0.932133333333333,0,0.0355,0.0185,0.21,0.275,0.385,0.130008,1,0.55
"Cinema (feat. Gary Go) - Skrillex Remix","Benny Benassi","EDM",0.635,0.983,0.545454545454545,0.93655,0,0.174,0.00901,0.00799,0.0683,0.434,0.145085,1,0.01
"Liberate","Eric Prydz","EDM",0.509,0.88,0.454545454545455,0.908833333333333,1,0.0355,0.0021,0.837,0.661,0.459,0.127005,1,0.49
"This Is Real (ft. Ella Henderson)","Jax Jones","EDM",0.684,0.819,0.545454545454545,0.915466666666667,1,0.0413,0.0259,0.0775,0.0985,0.607,0.122008,1,0.71
"Split (Only U)","Tiësto","EDM",0.634,0.927,0.0909090909090909,0.9453,1,0.136,0.048,0.687,0.0864,0.35,0.128016,1,0
"I Found You (with Calvin Harris)","benny blanco","EDM",0.775,0.872,0.545454545454545,0.9301,1,0.0469,0.033,0.0579,0.298,0.379,0.122994,1,0.67
"Light","San Holo","EDM",0.572,0.754,0.0909090909090909,0.930866666666667,1,0.0564,0.0949,1.86e-06,0.0985,0.423,0.150068,1,0
"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","EDM",0.763,0.875,0.818181818181818,0.903383333333333,0,0.0262,0.024,5.41e-06,0.599,0.8,0.123013,1,0.7
"Stay (feat. Maty Noyes)","Kygo","EDM",0.648,0.736,0.727272727272727,0.867533333333333,1,0.0385,0.0444,0.000137,0.171,0.378,0.103027,1,0.66
