"song","artist","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","popularity"
"Time Bomb","Rancid","Ska",0.646,0.962,0.818181818181818,0.918966666666667,1,0.0536,0.138,0,0.471,0.961,0.16479,1,0
"Keasbey Nights","Streetlight Manifesto","Ska",0.748,0.916,0.818181818181818,0.969866666666667,1,0.0743,0.0959,0,0.12,0.902,0.126094,1,0
"Sunday Morning","No Doubt","Ska",0.581,0.806,0.363636363636364,0.909333333333333,1,0.0309,0.0118,8.84e-06,0.124,0.779,0.157129,1,0.53
"Here is the News (Papa´s Got a Brand New Pigbag)","Russkaja","Ska",0.597,0.935,0.818181818181818,0.93065,0,0.044,0.00254,3.16e-06,0.11,0.645,0.131945,1,0.34
"On & On & On","Catch 22","Ska",0.442,0.811,0,0.890633333333333,1,0.0443,0.00878,0.00106,0.0769,0.83,0.138555,1,0.41
"Beer","Reel Big Fish","Ska",0.486,0.573,0,0.855083333333333,1,0.038,0.056,0,0.143,0.904,0.098424,1,0.47
"All My Best Friends Are Metalheads","Less Than Jake","Ska",0.582,0.91,0.363636363636364,0.9239,1,0.107,0.0755,1.03e-06,0.0992,0.733,0.092179,1,0.59
"J45","Millington","Ska",0.556,0.948,0.727272727272727,0.9633,1,0.0693,0.000369,1.22e-06,0.155,0.577,0.095983,1,0.3
"My Town","Buck-O-Nine","Ska",0.604,0.994,0.363636363636364,0.964083333333333,1,0.0563,0.024,3.3e-06,0.122,0.6,0.171915,1,0.45
"All in Stride","Bumpin Uglies","Ska",0.705,0.824,0.0909090909090909,0.923666666666667,0,0.1,0.00469,4.91e-06,0.128,0.85,0.07601,1,0.45
"Everything Went Numb","Streetlight Manifesto","Ska",0.654,0.897,0.727272727272727,0.914,1,0.0574,0.0126,0.0159,0.043,0.909,0.134913,1,0
"The World Is New","Save Ferris","Ska",0.562,0.907,0.909090909090909,0.922216666666667,1,0.128,0.105,3.13e-05,0.231,0.837,0.095892,1,0.42
"She Got Arrested","The Interrupters","Ska",0.623,0.917,0.909090909090909,0.9482,1,0.0533,0.0165,2.57e-05,0.0915,0.927,0.091477,1,0.52
"Choose My Friends","The Bar Stool Preachers","Ska",0.457,0.86,0.0909090909090909,0.9074,1,0.0815,0.0155,0,0.0307,0.831,0.186119,1,0
"Take On Me","Reel Big Fish","Ska",0.576,0.94,0.818181818181818,0.94995,1,0.118,0.0192,0,0.133,0.844,0.097876,1,0.58
"Super Rad","The Aquabats!","Ska",0.513,0.926,1,0.927333333333333,1,0.136,0.00993,0.000237,0.0648,0.931,0.17268,1,0
"Mr. Smiley","Mustard Plug","Ska",0.496,0.809,0.181818181818182,0.791933333333333,1,0.0494,0.000273,0.00714,0.0702,0.864,0.183844,1,0.1
"Things Change","Less Than Jake","Ska",0.371,0.947,0.181818181818182,0.93275,1,0.0527,0.000326,0.0494,0.143,0.62,0.127645,1,0.43
"Out All Night","The Pietasters","Ska",0.677,0.833,0,0.90835,1,0.0913,0.00019,0,0.0573,0.79,0.091583,1,0
"One Step Beyond","Madness","Ska",0.477,0.94,0,0.918533333333333,0,0.0423,0.0124,0.032,0.412,0.941,0.15482,1,0.43
"Come on Eileen","Save Ferris","Ska",0.375,0.894,0.181818181818182,0.8939,1,0.0974,0.0545,0,0.593,0.324,0.115366,1,0.54
"Superman","Goldfinger","Ska",0.429,0.937,0.181818181818182,0.933566666666667,1,0.0573,0.000131,2e-04,0.0807,0.894,0.194838,1,0.63
"We Will Fall Together","Streetlight Manifesto","Ska",0.548,0.907,1,0.927816666666667,0,0.0609,0.0296,3.28e-06,0.106,0.785,0.137971,1,0
"The Sweat","The Supervillains","Ska",0.609,0.889,0.818181818181818,0.9386,1,0.0554,0.00497,0,0.403,0.821,0.103922,1,0.35
"A Message to You Rudy - 2002 Remastered Version","The Specials","Ska",0.906,0.45,0,0.866616666666667,1,0.0627,0.149,0.000232,0.168,0.969,0.103476,1,0
"You","Mustard Plug","Ska",0.489,0.873,0.909090909090909,0.901316666666667,1,0.083,0.16,0.00144,0.0426,0.788,0.171562,1,0
"Sorry I'm Not Sorry","Bumpin Uglies","Ska",0.561,0.651,0.727272727272727,0.866216666666667,1,0.123,0.0036,7.41e-06,0.26,0.787,0.079118,1,0.02
"Unstoppable","The Planet Smashers","Ska",0.604,0.931,0.636363636363636,0.924733333333333,1,0.0439,0.126,0,0.107,0.905,0.167965,1,0.38
"Play Some Ska","Random Hand","Ska",0.668,0.912,0,0.953866666666667,1,0.0611,0.00947,8.54e-05,0.0487,0.693,0.128376,1,0.38
"Anything","Save Ferris","Ska",0.43,0.872,0.818181818181818,0.9474,1,0.0537,0.0465,0.0227,0.0612,0.895,0.105564,1,0.35
"Tijuana Sunrise","Goldfinger","Ska",0.544,0.843,0.0909090909090909,0.9158,1,0.0942,0.126,0,0.357,0.796,0.168044,1,0.51
"Break The Glass","The Suicide Machines","Ska",0.317,0.989,0.363636363636364,0.934666666666667,1,0.105,0.000146,2.3e-05,0.2,0.605,0.106919,1,0.42
"Ska Wars","Capdown","Ska",0.436,0.879,0.0909090909090909,0.892583333333333,1,0.0536,1.31e-05,0.00018,0.0938,0.741,0.09978,1,0.4
"A Flowery Song","Five Iron Frenzy","Ska",0.646,0.9,0.363636363636364,0.891283333333333,1,0.0846,0.0794,0.00147,0.0643,0.744,0.15601,1,0.34
"Silence","Mad Caddies","Ska",0.4,0.97,0.454545454545455,0.93465,0,0.0787,0.000463,2.63e-05,0.0563,0.703,0.197704,1,0
"A Better Home","We Are The Union","Ska",0.431,0.857,0.909090909090909,0.896466666666667,0,0.0793,0.000367,0.472,0.267,0.667,0.189984,1,0.35
"I Don't Love You Anymore","Bomb the Music Industry!","Ska",0.384,0.949,0,0.938533333333333,1,0.096,0.22,0,0.736,0.547,0.136764,1,0.45
"Santeria","Sublime","Ska",0.673,0.772,0.0909090909090909,0.912566666666667,0,0.0427,0.0223,1.23e-06,0.141,0.585,0.090356,1,0.01
"Revolution Riot","Authority Zero","Ska",0.553,0.975,1,0.935233333333333,0,0.0648,0.000105,0.119,0.542,0.674,0.106018,1,0.36
"Hello Again","South Central Skankers","Ska",0.407,0.931,0.363636363636364,0.935883333333333,0,0.0367,0.000183,0.000588,0.119,0.876,0.118019,1,0.32
"Here In Your Bedroom","Goldfinger","Ska",0.489,0.767,0.454545454545455,0.850166666666667,1,0.0398,0.00187,0.00572,0.0786,0.945,0.171655,1,0.52
"Worst Nite Klub","Starfish","Ska",0.625,0.818,0.363636363636364,0.879116666666667,1,0.0643,0.000571,5.91e-06,0.109,0.762,0.095059,1,0
"Upside Down","Popes Of Chillitown","Ska",0.406,0.989,0.727272727272727,0.92055,1,0.0922,0.00116,2.21e-06,0.0526,0.806,0.115029,1,0.34
"No Place Like (Not Being) Home","The Frights","Ska",0.829,0.555,0,0.8946,1,0.0296,0.118,0,0.104,0.789,0.091028,1,0
"9mm and a Three Piece Suit","Catch 22","Ska",0.541,0.961,0.181818181818182,0.907833333333333,1,0.101,0.014,0.00282,0.241,0.821,0.13603,1,0.45
"All Outta Angst","NOFX","Ska",0.637,0.969,0,0.921966666666667,1,0.0432,0.00473,0.00148,0.0428,0.94,0.10026,1,0
"Amsterdam","Jaya The Cat","Ska",0.497,0.78,0.636363636363636,0.8708,1,0.0436,0.00218,0.000382,0.178,0.872,0.183179,1,0.36
"Title Holder","The Interrupters","Ska",0.429,0.991,1,0.932833333333333,1,0.207,0.000618,0.104,0.368,0.645,0.176058,1,0.48
"Mary","Backyard Superheroes","Ska",0.699,0.877,0.727272727272727,0.886033333333333,1,0.0411,0.00167,0.0472,0.335,0.66,0.106038,1,0.31
"When The Wall Falls","Anti-Flag","Ska",0.443,0.965,0.727272727272727,0.9276,1,0.0826,0.00311,5.16e-06,0.366,0.617,0.165114,1,0.34
"The Constant","The Mighty Mighty Bosstones","Ska",0.565,0.846,0,0.936266666666667,1,0.0323,0.107,0.00375,0.106,0.701,0.127943,1,0
"Same In The End","Sublime","Ska",0.624,0.895,0.181818181818182,0.91745,0,0.0369,0.00157,0,0.191,0.726,0.102109,1,0
"My Feelings for You - Radio Edit","Avicii","EDM",0.628,0.98,0.545454545454545,0.95905,0,0.0548,0.0171,0.0866,0.366,0.303,0.128078,1,0
"Nights Like This","Loud Luxury","EDM",0.699,0.861,0.272727272727273,0.916833333333333,1,0.0543,0.0546,3.01e-05,0.276,0.499,0.126023,1,0.67
"The Veldt - Radio Edit","deadmau5","EDM",0.736,0.759,0.818181818181818,0.882233333333333,1,0.0347,0.0573,0.207,0.0778,0.485,0.128039,1,0
"Family - Frank Walker Remix","The Chainsmokers","EDM",0.663,0.846,0.727272727272727,0.933083333333333,0,0.0801,0.192,0,0.173,0.59,0.123995,1,0.62
"I Love You","Axwell /\ Ingrosso","EDM",0.643,0.868,0,0.932833333333333,1,0.15,0.3,0,0.119,0.71,0.114895,1,0.59
"Fade Into Darkness - Vocal Radio Mix","Avicii","EDM",0.556,0.885,0.545454545454545,0.932583333333333,1,0.0321,0.00786,1.95e-06,0.138,0.771,0.125997,1,0.63
"Jackie Chan","Tiësto","EDM",0.742,0.838,0.272727272727273,0.954033333333333,0,0.0476,0.339,0,0.0595,0.694,0.128022,1,0.61
"Save The World","Swedish House Mafia","EDM",0.507,0.665,0,0.873366666666667,1,0.0474,0.0144,0,0.0759,0.4,0.126879,1,0.68
"High On Life (feat. Bonn)","Martin Garrix","EDM",0.414,0.486,0.545454545454545,0.892816666666667,0,0.0311,0.0129,0,0.111,0.368,0.128038,1,0.75
"Not Ready For Love (feat. Maya B)","TCTS","EDM",0.688,0.869,0.727272727272727,0.9252,1,0.0438,0.0018,1.08e-05,0.0887,0.726,0.122998,1,0.55
"Body Back (feat. Maia Wright)","Gryffin","EDM",0.686,0.83,0.727272727272727,0.92605,1,0.0369,0.0948,1.33e-06,0.182,0.486,0.123032,1,0.76
"Midnight (The Hanging Tree)","HOSH","EDM",0.655,0.893,0.636363636363636,0.91455,1,0.0428,0.00243,0.00888,0.124,0.538,0.123992,1,0.5
"Carry On - Nicky Romero Remix","Kygo","EDM",0.447,0.684,0.818181818181818,0.921316666666667,0,0.09,0.175,0,0.478,0.437,0.125655,1,0.68
"Happy Now","Kygo","EDM",0.693,0.575,0.818181818181818,0.883366666666667,1,0.0801,0.374,0,0.252,0.492,0.117999,1,0.78
"Eyes (feat. Mindy Gledhill)","Kaskade","EDM",0.585,0.556,0,0.8627,1,0.0461,0.00166,0.113,0.0623,0.316,0.128027,1,0
"First of the Year (Equinox)","Skrillex","EDM",0.429,0.948,0.454545454545455,0.93905,0,0.227,0.00711,0.0148,0.0812,0.55,0.115785,0,0.67
"Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix]","ILLENIUM","EDM",0.562,0.811,0.181818181818182,0.951333333333333,1,0.0524,0.00522,0,0.11,0.493,0.129971,1,0.6
"Known You Before (with Emilie Brandt)","Jason Ross","EDM",0.412,0.671,0.636363636363636,0.890916666666667,0,0.0563,0.0137,3.35e-06,0.192,0.112,0.128174,1,0.57
"Dancing Alone","Axwell /\ Ingrosso","EDM",0.699,0.94,0.727272727272727,0.900516666666667,0,0.208,0.0853,0,0.336,0.652,0.122079,0,0.59
"Arguru","deadmau5","EDM",0.823,0.521,0.818181818181818,0.867033333333333,1,0.145,0.0148,0.809,0.695,0.289,0.127999,1,0.51
"Sad (feat. Afrojack)","Chico Rose","EDM",0.717,0.716,0.272727272727273,0.908583333333333,0,0.0432,0.0421,0.000467,0.0699,0.206,0.125064,1,0.72
"Treasured Soul - Radio Edit","Michael Calfan","EDM",0.623,0.833,0.363636363636364,0.950816666666667,0,0.0557,0.0191,0.0174,0.331,0.411,0.124973,1,0.49
"Need Your Love (with Noah Kahan)","Gryffin","EDM",0.582,0.757,0,0.933916666666667,1,0.0399,0.16,0,0.187,0.516,0.104105,1,0.57
"Can't Stop Playing (Makes Me High) [feat. Ane Brun] - Oliver Heldens & Gregor Salto Vocal Mix Edit","DR. KUCHO!","EDM",0.708,0.904,0.545454545454545,0.918333333333333,1,0.0408,0.0863,0.000179,0.178,0.75,0.125002,1,0.57
"Blame (feat. John Newman)","Calvin Harris","EDM",0.412,0.859,0,0.931733333333333,0,0.0855,0.0282,0.00766,0.404,0.368,0.127931,1,0.19
"On My Mind","Diplo","EDM",0.771,0.731,0.636363636363636,0.890433333333333,1,0.0409,0.00165,0.633,0.217,0.635,0.123026,1,0.65
"Together","Martin Garrix","EDM",0.509,0.729,0.0909090909090909,0.92045,1,0.0343,0.0732,2.73e-05,0.233,0.196,0.127871,1,0.59
"There For You","Gorgon City","EDM",0.533,0.844,1,0.916,0,0.0302,0.00529,8.91e-05,0.0722,0.712,0.123971,1,0.67
"Midnight City - Eric Prydz Private Remix","M83","EDM",0.534,0.849,1,0.876416666666667,0,0.0678,0.00087,0.508,0.552,0.398,0.125009,1,0.49
"Forever Yours - Avicii Tribute","Kygo","EDM",0.529,0.612,0.909090909090909,0.853433333333333,1,0.052,0.253,0,0.246,0.434,0.119272,1,0.75
"Ride It","Regard","Pop",0.88,0.751,0.636363636363636,0.929033333333333,0,0.0874,0.177,6.43e-05,0.106,0.884,0.117948,1,0.89
"Ride It","Regard","EDM",0.88,0.751,0.636363636363636,0.929033333333333,0,0.0874,0.177,6.43e-05,0.106,0.884,0.117948,1,0.89
"All Day And Night - Jax Jones & Martin Solveig Present Europa","Jax Jones","EDM",0.585,0.782,0.0909090909090909,0.93165,0,0.0897,0.269,0,0.156,0.521,0.121908,1,0.02
"Carry You Home (feat. StarGate & Aloe Blacc)","Tiësto","EDM",0.518,0.724,0.727272727272727,0.89455,1,0.0839,0.0308,0,0.116,0.334,0.121884,1,0.58
"Resurrection - Axwell's Recut Radio Version","Michael Calfan","EDM",0.666,0.952,0.272727272727273,0.958466666666667,1,0.0359,0.0318,0.678,0.216,0.622,0.128076,1,0.53
"See The End","Above & Beyond","EDM",0.497,0.656,0.636363636363636,0.888066666666667,1,0.0374,0.0141,0,0.0577,0.0884,0.127975,1,0.58
"Let Me Take You There (feat. Laura White)","Max Styler","EDM",0.596,0.907,0.545454545454545,0.909216666666667,1,0.0477,0.0589,3.08e-06,0.295,0.263,0.123987,1,0.58
"Take Everything","Gareth Emery","EDM",0.506,0.823,0.545454545454545,0.912133333333333,1,0.0424,0.0234,0.000916,0.303,0.405,0.133954,1,0.55
"Make Your Move","Anton Powers","EDM",0.647,0.992,0.363636363636364,0.9542,0,0.0971,0.0248,0.106,0.156,0.555,0.124,1,0.62
"Higher Love","Kygo","EDM",0.693,0.678,0.727272727272727,0.880683333333333,1,0.0324,0.0154,6.05e-06,0.101,0.404,0.103952,1,0.84
"Without You (feat. Sandro Cavazza)","Avicii","EDM",0.652,0.855,0.181818181818182,0.919466666666667,1,0.0441,0.00179,0,0.0404,0.279,0.134009,1,0.05
"Techno Prank","Dubdogz","EDM",0.741,0.807,0.181818181818182,0.890633333333333,1,0.0451,0.0563,0.747,0.351,0.118,0.124062,1,0.68
"Play (with Years & Years)","Jax Jones","EDM",0.759,0.815,1,0.890933333333333,0,0.0428,0.0127,0,0.27,0.597,0.125052,1,0.44
"I'm Not Alright - EDX's Dubai Skyline Remix","Loud Luxury","EDM",0.769,0.879,0.0909090909090909,0.927733333333333,0,0.0704,0.0382,1.78e-05,0.0848,0.521,0.124032,1,0.38
"Strobe - Radio Edit","deadmau5","EDM",0.656,0.662,0.727272727272727,0.84425,0,0.0307,8.12e-05,0.886,0.104,0.0712,0.128022,1,0.01
"Ritual","Tiësto","EDM",0.647,0.726,0.272727272727273,0.92685,0,0.0552,0.157,0,0.0844,0.767,0.114996,1,0.78
"All Around The World (La La La)","R3HAB","EDM",0.733,0.859,0.818181818181818,0.916166666666667,0,0.033,0.479,0.0645,0.105,0.52,0.124948,1,0.66
"Every Teardrop Is A Waterfall (Coldplay Vs. Swedish House Mafia)","Coldplay","EDM",0.631,0.871,0.818181818181818,0.90495,1,0.0585,0.000635,0.00775,0.545,0.293,0.125022,1,0.29
"We No Speak Americano (JT Radio Edit)","Yolanda Be Cool","EDM",0.902,0.805,0.545454545454545,0.916583333333333,1,0.0464,0.0725,0.082,0.0916,0.737,0.124996,1,0.54
"Heaven","Avicii","EDM",0.592,0.873,0.818181818181818,0.905833333333333,1,0.0275,0.0715,0.00982,0.142,0.516,0.122011,1,0.75
"Show Me Love","Above & Beyond","EDM",0.46,0.878,0.363636363636364,0.913283333333333,0,0.0437,0.022,0.508,0.157,0.454,0.128017,1,0.47
"Turn Me On (feat. Vula)","Riton","EDM",0.737,0.828,1,0.921483333333333,1,0.0396,0.0149,0.000583,0.0862,0.517,0.124052,1,0.8
"Trouble","VASSY","EDM",0.776,0.698,0.0909090909090909,0.924333333333333,0,0.0627,0.0663,0,0.0708,0.48,0.125053,1,0.5
"Holy Water","Galantis","EDM",0.586,0.734,0.818181818181818,0.924033333333333,1,0.0407,0.0653,0.000571,0.398,0.401,0.125851,1,0.56
"Sparking My Fire (feat. ROE)","SACHI","EDM",0.624,0.758,0.727272727272727,0.89935,1,0.0413,0.153,1.61e-05,0.104,0.413,0.122019,1,0.01
"Up All Night","R3HAB","EDM",0.678,0.916,0.181818181818182,0.944266666666667,0,0.12,0.017,0.000876,0.277,0.412,0.125944,1,0.65
"Remember (with ZOHARA)","Gryffin","EDM",0.619,0.902,1,0.930716666666667,0,0.0562,0.0953,0.0405,0.216,0.504,0.123002,1,0.64
"We Got That Cool (feat. Afrojack & Icona Pop)","Yves V","EDM",0.639,0.865,0.0909090909090909,0.9165,1,0.0357,0.00462,1.26e-06,0.208,0.611,0.12401,1,0.68
"In The Middle","Alesso","EDM",0.751,0.92,0.818181818181818,0.906366666666667,0,0.0964,0.00504,0.00302,0.127,0.633,0.122991,1,0.64
"Midnight Hour with Boys Noize & Ty Dolla $ign","Skrillex","EDM",0.795,0.899,0,0.929966666666667,1,0.0685,0.00235,0.000392,0.199,0.329,0.125978,1,0.63
"Nobody Like You - Sun Soaked Mix","Kaskade","EDM",0.62,0.569,0.636363636363636,0.83265,0,0.0642,0.492,0.592,0.15,0.0574,0.120968,1,0.52
"I Know","DallasK","EDM",0.6,0.873,0.909090909090909,0.92045,0,0.0795,9e-04,0.00102,0.156,0.295,0.122045,1,0.62
"Post Malone (feat. RANI) - GATTÜSO Remix","Sam Feldt","EDM",0.542,0.903,0.363636363636364,0.959683333333333,0,0.0434,0.0335,4.83e-06,0.111,0.367,0.127936,1,0.7
"Mistaken (feat. Alex Aris)","Martin Garrix","EDM",0.424,0.694,0.545454545454545,0.918133333333333,0,0.0386,0.0573,0.000937,0.133,0.0801,0.128034,1,0.62
"Find a Way (feat. Rudy)","Dirty South","EDM",0.527,0.819,0.818181818181818,0.910483333333333,1,0.034,0.0329,0.0576,0.0799,0.117,0.126019,1,0.45
"All You Need To Know (feat. Calle Lehmann)","Gryffin","EDM",0.53,0.729,0,0.899683333333333,1,0.0376,0.00699,0,0.103,0.219,0.139929,1,0.66
"Neon Sky","Feenixpawl","EDM",0.562,0.871,0,0.9202,1,0.0646,0.341,1.47e-06,0.351,0.351,0.130043,1,0.42
"Need U (100%) (feat. A*M*E)","Duke Dumont","EDM",0.621,0.84,0.454545454545455,0.908,0,0.064,0.000607,0.00188,0.656,0.496,0.123266,1,0.61
"Redefined (feat. Melanie Fontana & Novaspace) [Club Edit]","tyDi","EDM",0.604,0.902,0.0909090909090909,0.933433333333333,1,0.0739,0.0181,8.41e-06,0.0863,0.355,0.127979,1,0.45
"Here We Go (Hey Boy, Hey Girl)","Dimitri Vegas & Like Mike","EDM",0.583,0.979,0.727272727272727,0.936166666666667,1,0.0398,0.00141,0.902,0.06,0.267,0.126028,1,0.51
"Say It - Illenium Remix","Flume","EDM",0.482,0.769,0.545454545454545,0.92545,1,0.0549,0.0343,0.00498,0.0953,0.427,0.14969,1,0.61
"Turn off the Lights (feat. Alexis Roberts)","Chris Lake","EDM",0.824,0.745,1,0.9085,0,0.0755,0.0467,3.29e-05,0.198,0.888,0.125013,1,0.01
"Forever","Martin Garrix","EDM",0.45,0.898,0.727272727272727,0.939933333333333,0,0.0395,0.0277,0.0616,0.166,0.22,0.127983,1,0.6
"Scrub The Ground (feat. DJ Funk)","Chocolate Puma","EDM",0.786,0.887,1,0.935233333333333,0,0.0518,0.0263,0.812,0.338,0.682,0.126982,1,0.57
"All This Time","Deorro","EDM",0.66,0.857,0.181818181818182,0.913016666666667,1,0.321,0.167,1.36e-05,0.119,0.233,0.130069,1,0
"Wish You Well","Sigala","EDM",0.669,0.895,0.454545454545455,0.936883333333333,0,0.0575,0.128,0,0.297,0.576,0.124964,1,0.73
"Say It","Phantoms","EDM",0.745,0.8,1,0.906566666666667,0,0.0361,0.0209,0.000479,0.113,0.314,0.122008,1,0.5
"Sunlight (feat. Years and Years) - Radio Edit","The Magician","EDM",0.633,0.818,0.0909090909090909,0.909383333333333,1,0.0376,0.0114,0,0.259,0.337,0.121975,1,0.59
"Where Have You Gone (Anywhere)","Lucas & Steve","EDM",0.618,0.767,0.454545454545455,0.916266666666667,1,0.0489,0.00552,0,0.147,0.239,0.124071,1,0.7
"Up All Night","Breathe Carolina","EDM",0.499,0.849,0.727272727272727,0.940333333333333,1,0.0405,8.07e-05,0.0219,0.384,0.534,0.144901,1,0.45
"Pumped Up","Klingande","EDM",0.732,0.734,0,0.89295,1,0.107,0.00719,1.49e-05,0.34,0.643,0.123033,1,0.61
"The Other - DallasK Remix","Lauv","EDM",0.592,0.688,0.636363636363636,0.942766666666667,1,0.047,0.157,0,0.108,0.351,0.104075,1,0.48
"Lies (Otto Knows Remix)","BURNS","EDM",0.714,0.718,0,0.910233333333333,1,0.105,0.0319,0.0126,0.191,0.399,0.128008,1,0.46
"Promesses - Radio Edit","Tchami","EDM",0.707,0.779,0,0.887083333333333,0,0.0544,0.00759,0.00473,0.101,0.513,0.12409,1,0.36
"Don't Look Back - Radio Edit","Tommie Sunshine","EDM",0.644,0.87,0.272727272727273,0.90325,0,0.174,0.0399,1.29e-06,0.209,0.521,0.128015,1,0.42
"Generate - Radio Edit","Eric Prydz","EDM",0.603,0.826,1,0.915466666666667,1,0.0274,0.00755,5.54e-05,0.119,0.598,0.127026,1,0.49
"Fearless","Alpharock","EDM",0.502,0.838,0.818181818181818,0.9271,1,0.0552,0.0575,3.17e-06,0.211,0.278,0.128969,1,0.41
"Hey Alligator","Galantis","EDM",0.697,0.774,0.454545454545455,0.942216666666667,0,0.0352,0.0244,4.44e-06,0.6,0.649,0.124001,1,0.47
"Gecko (Overdrive) (with Oliver Heldens) - Radio Edit","Oliver Heldens","EDM",0.621,0.878,0,0.908233333333333,1,0.0634,0.00537,5.34e-06,0.233,0.722,0.124965,1,0
"Jubel","Klingande","EDM",0.698,0.476,0,0.875683333333333,1,0.0417,0.185,0.238,0.0542,0.181,0.124986,1,0.59
"Let Me Love You","DJ Snake","EDM",0.649,0.716,0.727272727272727,0.910483333333333,1,0.0349,0.0863,2.63e-05,0.135,0.163,0.099988,1,0.79
"We Could Go Back - Jonas Blue & Jack Wins Club Mix","Jonas Blue","EDM",0.652,0.83,0,0.937233333333333,0,0.0423,0.376,7.28e-05,0.382,0.622,0.126121,1,0.47
"Riverside (Reloaded)","Tujamo","EDM",0.884,0.929,0.909090909090909,0.928283333333333,0,0.121,0.0286,0.268,0.142,0.29,0.125976,1,0.57
"We Are The Night","Madison Mars","EDM",0.594,0.901,0.454545454545455,0.967483333333333,1,0.0447,0.0438,0,0.425,0.493,0.125995,1,0.47
"Breathe (ft. ‪Ina Wroldsen)","Jax Jones","EDM",0.723,0.733,1,0.907466666666667,0,0.0399,0.0251,0.000121,0.129,0.701,0.125974,1,0.42
"Panic Room","Au/Ra","EDM",0.578,0.883,0.909090909090909,0.89295,1,0.0298,0.0259,0.0706,0.118,0.255,0.122987,1,0.65
"Your Love","David Guetta","EDM",0.571,0.937,0.181818181818182,0.9553,0,0.0336,0.0997,0.496,0.125,0.512,0.125027,1,0.67
"Piece Of Me (with MK)","MK","EDM",0.729,0.899,0.454545454545455,0.95205,0,0.0714,0.00916,0,0.243,0.759,0.122005,1,0
"Somewhere New - Radio Edit","Klingande","EDM",0.681,0.648,0.454545454545455,0.900083333333333,1,0.0455,0.000341,0.00618,0.0594,0.317,0.124068,1,0.46
"Sunrise","ARTY","EDM",0.428,0.695,0,0.922833333333333,1,0.0437,0.0336,4.12e-06,0.117,0.214,0.128111,1,0.53
"Blah Blah Blah","Armin van Buuren","EDM",0.612,0.963,0.454545454545455,0.9348,0,0.0531,0.00897,0.00378,0.294,0.179,0.138009,1,0.64
"Who's Got Your Love","Cheat Codes","EDM",0.704,0.888,1,0.952133333333333,1,0.0541,0.00553,0.0011,0.079,0.531,0.125027,1,0.63
"Alone (Calvin Harris Remix) (Feat. Stefflon Don)","Halsey","EDM",0.829,0.819,0.181818181818182,0.942833333333333,0,0.131,0.137,0.00792,0.282,0.35,0.123944,1,0.57
"House Work (ft. Mike Dunn & MNEK)","Jax Jones","EDM",0.763,0.948,0,0.913283333333333,0,0.0671,0.251,0.17,0.049,0.729,0.123977,1,0.48
"Fuego","Alok","EDM",0.72,0.643,0.818181818181818,0.871816666666667,1,0.0369,0.135,0.812,0.112,0.325,0.122012,1,0.64
"Bullit","Watermät","EDM",0.556,0.745,0.454545454545455,0.9291,1,0.0745,0.127,0.372,0.0954,0.426,0.122035,1,0.43
"Stars Troll - Radio Edit","Kaskade","EDM",0.511,0.917,0.636363636363636,0.91755,0,0.276,0.00779,0.009,0.702,0.183,0.127984,1,0
"On A Good Day - Above & Beyond Radio Edit","Oceanlab","EDM",0.6,0.774,0.545454545454545,0.879283333333333,1,0.0256,0.0379,0.0134,0.191,0.8,0.136007,1,0.45
"Faded","Alan Walker","EDM",0.589,0.651,0.545454545454545,0.91505,1,0.0306,0.0291,3.2e-06,0.111,0.166,0.090011,1,0.75
"Anywhere","Sigma","EDM",0.717,0.872,1,0.94535,1,0.0357,0.0162,1.99e-06,0.205,0.61,0.120026,1,0.62
"Cola","CamelPhat","EDM",0.706,0.74,0.545454545454545,0.868266666666667,1,0.0325,0.0245,0.512,0.135,0.444,0.122007,0,0.54
"Crazy","Lost Frequencies","EDM",0.765,0.762,1,0.915516666666667,0,0.123,0.42,8.58e-05,0.104,0.444,0.114975,1,0.55
"One Touch (with ‪Jess Glynne)","Jess Glynne","EDM",0.69,0.757,0,0.914,0,0.244,0.533,0,0.202,0.581,0.124273,1,0.01
"Go Bang","PNAU","EDM",0.598,0.893,0.181818181818182,0.9488,1,0.0319,0.0714,0.0159,0.146,0.485,0.120972,1,0
"Till The Sky Falls Down","Dash Berlin","EDM",0.663,0.668,0.272727272727273,0.871116666666667,0,0.0479,0.00522,0.0113,0.0689,0.451,0.131965,1,0.58
"Angel on My Shoulder - EDX's Belo Horizonte At Night Edit","Kaskade","EDM",0.681,0.798,0.818181818181818,0.9131,0,0.0297,0.0687,0.0423,0.299,0.268,0.125998,1,0
"Leaving You","Audien","EDM",0.638,0.74,0.818181818181818,0.917866666666667,0,0.0579,0.0214,1.2e-06,0.142,0.454,0.128045,1,0.48
"Speechless (feat. Erika Sirola)","Robin Schulz","EDM",0.574,0.728,0.0909090909090909,0.920383333333333,1,0.062,0.0161,1.42e-06,0.0851,0.266,0.125047,1,0.75
"No Sleep (feat. Bonn)","Martin Garrix","EDM",0.44,0.635,1,0.893583333333333,1,0.0326,0.129,0,0.121,0.327,0.128133,1,0.72
"Freaks - Radio Edit","Timmy Trumpet","EDM",0.882,0.965,0.363636363636364,0.986366666666667,1,0.13,0.0136,0.388,0.206,0.759,0.128129,1,0.66
